config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,key_fields,source_file,line_number,timestamp,notes
C07,2026-02-27_exp_18,vote_correctness,incorrect,2026-02-27_exp_18:game:1:event:20,Player 1: lime,Crewmate,"{""target"": ""Player 5: white"", ""target_identity"": ""Crewmate"", ""meeting_id"": 1, ""correct"": false, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,20,2026-02-27T13:43:58.036361Z,
C07,2026-02-27_exp_18,vote_correctness,incorrect,2026-02-27_exp_18:game:1:event:21,Player 2: cyan,Impostor,"{""target"": ""Player 5: white"", ""target_identity"": ""Crewmate"", ""meeting_id"": 1, ""correct"": false, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,21,2026-02-27T13:44:02.961827Z,
C07,2026-02-27_exp_18,vote_correctness,correct,2026-02-27_exp_18:game:1:event:22,Player 3: brown,Impostor,"{""target"": ""Player 2: cyan"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,22,2026-02-27T13:44:07.024174Z,
C07,2026-02-27_exp_18,vote_correctness,correct,2026-02-27_exp_18:game:1:event:23,Player 4: orange,Crewmate,"{""target"": ""Player 2: cyan"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""human_voter"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,23,2026-02-27T13:44:08.957461Z,
C07,2026-02-27_exp_18,vote_correctness,incorrect,2026-02-27_exp_18:game:1:event:24,Player 5: white,Crewmate,"{""target"": ""Player 4: orange"", ""target_identity"": ""Crewmate"", ""meeting_id"": 1, ""correct"": false, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,24,2026-02-27T13:44:14.411689Z,
C07,2026-02-27_exp_18,vote_correctness,correct,2026-02-27_exp_18:game:1:event:45,Player 1: lime,Crewmate,"{""target"": ""Player 2: cyan"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,45,2026-02-27T13:48:42.028054Z,
C07,2026-02-27_exp_18,vote_correctness,incorrect,2026-02-27_exp_18:game:1:event:46,Player 2: cyan,Impostor,"{""target"": ""Player 4: orange"", ""target_identity"": ""Crewmate"", ""meeting_id"": 2, ""correct"": false, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,46,2026-02-27T13:48:49.022826Z,
C07,2026-02-27_exp_18,vote_correctness,incorrect,2026-02-27_exp_18:game:1:event:47,Player 3: brown,Impostor,"{""target"": ""Player 5: white"", ""target_identity"": ""Crewmate"", ""meeting_id"": 2, ""correct"": false, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,47,2026-02-27T13:48:50.998822Z,
C07,2026-02-27_exp_18,vote_correctness,correct,2026-02-27_exp_18:game:1:event:48,Player 4: orange,Crewmate,"{""target"": ""Player 3: brown"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""human_voter"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,48,2026-02-27T13:48:53.048547Z,
C07,2026-02-27_exp_18,vote_correctness,correct,2026-02-27_exp_18:game:1:event:49,Player 5: white,Crewmate,"{""target"": ""Player 3: brown"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""human_voter"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\events_v1.jsonl,49,2026-02-27T13:48:53.667287Z,
