config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,key_fields,source_file,line_number,timestamp,notes
C02,2026-02-27_exp_0,api_call_latency,7843.86,1-t0-agent-Player 1: brown,Player 1: brown,Crewmate,"{""latency_ms"": 7843.86, ""prompt_tokens"": 1169, ""completion_tokens"": 198, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 115}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,1,2026-02-27 09:33:17.699991,
C02,2026-02-27_exp_0,api_call_latency,6113.51,1-t0-agent-Player 2: yellow,Player 2: yellow,Crewmate,"{""latency_ms"": 6113.51, ""prompt_tokens"": 1182, ""completion_tokens"": 238, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 102}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,2,2026-02-27 09:33:23.832822,
C02,2026-02-27_exp_0,api_call_latency,6482.82,1-t0-agent-Player 3: green,Player 3: green,Crewmate,"{""latency_ms"": 6482.82, ""prompt_tokens"": 1200, ""completion_tokens"": 249, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 116}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,3,2026-02-27 09:33:30.326477,
C02,2026-02-27_exp_0,api_call_latency,6996.4,1-t0-agent-Player 4: cyan,Player 4: cyan,Impostor,"{""latency_ms"": 6996.4, ""prompt_tokens"": 1221, ""completion_tokens"": 257, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 134}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,4,2026-02-27 09:33:37.333366,
C02,2026-02-27_exp_0,api_call_latency,5948.11,1-t0-agent-Player 5: black,Player 5: black,Crewmate,"{""latency_ms"": 5948.11, ""prompt_tokens"": 1245, ""completion_tokens"": 203, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 108}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,5,2026-02-27 09:33:43.292399,
C02,2026-02-27_exp_0,api_call_latency,9277.82,1-t0-agent-Player 6: orange,Player 6: orange,Crewmate,"{""latency_ms"": 9277.82, ""prompt_tokens"": 1236, ""completion_tokens"": 260, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 137}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,6,2026-02-27 09:33:52.581721,
C02,2026-02-27_exp_0,api_call_latency,6609.54,1-t1-agent-Player 1: brown,Player 1: brown,Crewmate,"{""latency_ms"": 6609.54, ""prompt_tokens"": 1355, ""completion_tokens"": 211, ""phase"": ""Task phase"", ""step"": 1, ""thinking_depth_wc"": 100}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,7,2026-02-27 09:34:04.894846,
C02,2026-02-27_exp_0,api_call_latency,6364.02,1-t1-agent-Player 2: yellow,Player 2: yellow,Crewmate,"{""latency_ms"": 6364.02, ""prompt_tokens"": 1317, ""completion_tokens"": 198, ""phase"": ""Task phase"", ""step"": 1, ""thinking_depth_wc"": 95}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,8,2026-02-27 09:34:11.269785,
C02,2026-02-27_exp_0,api_call_latency,5900.45,1-t1-agent-Player 3: green,Player 3: green,Crewmate,"{""latency_ms"": 5900.45, ""prompt_tokens"": 1425, ""completion_tokens"": 218, ""phase"": ""Task phase"", ""step"": 1, ""thinking_depth_wc"": 99}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,9,2026-02-27 09:34:17.180976,
C02,2026-02-27_exp_0,api_call_latency,5959.42,1-t1-agent-Player 4: cyan,Player 4: cyan,Impostor,"{""latency_ms"": 5959.42, ""prompt_tokens"": 1358, ""completion_tokens"": 196, ""phase"": ""Task phase"", ""step"": 1, ""thinking_depth_wc"": 77}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,10,2026-02-27 09:34:23.151505,
C02,2026-02-27_exp_0,api_call_latency,5649.88,1-t1-agent-Player 5: black,Player 5: black,Crewmate,"{""latency_ms"": 5649.88, ""prompt_tokens"": 1371, ""completion_tokens"": 218, ""phase"": ""Task phase"", ""step"": 1, ""thinking_depth_wc"": 90}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_0\structured-v1\api_calls_v1.jsonl,11,2026-02-27 09:34:28.812131,
