config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,actor_source,key_fields,source_file,line_number,timestamp,notes
C08,2026-03-01_exp_10,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_10:game:4:event:96,Player 1: red,Crewmate,llm,"{""target"": ""Player 5: pink"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,96,2026-03-01T08:26:54.941227Z,
C08,2026-03-01_exp_10,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_10:game:4:event:97,Player 2: yellow,Crewmate,llm,"{""target"": ""Player 6: purple"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,97,2026-03-01T08:26:59.966731Z,
C08,2026-03-01_exp_10,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_10:game:4:event:98,Player 3: blue,Crewmate,llm,"{""target"": ""Player 5: pink"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,98,2026-03-01T08:27:09.705726Z,
C08,2026-03-01_exp_10,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_10:game:4:event:99,Player 4: white,Crewmate,llm,"{""target"": ""Player 6: purple"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,99,2026-03-01T08:27:14.838565Z,
C08,2026-03-01_exp_10,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_10:game:4:event:176,Player 2: yellow,Crewmate,llm,"{""target"": ""Player 5: pink"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,176,2026-03-01T08:44:01.025149Z,
C08,2026-03-01_exp_10,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_10:game:4:event:177,Player 3: blue,Crewmate,llm,"{""target"": ""Player 6: purple"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,177,2026-03-01T08:44:06.646553Z,
C08,2026-03-01_exp_10,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_10:game:4:event:178,Player 4: white,Crewmate,llm,"{""target"": ""Player 5: pink"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,178,2026-03-01T08:44:09.846325Z,
C08,2026-03-01_exp_11,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_11:game:5:event:56,Player 4: yellow,Crewmate,llm,"{""target"": ""Player 3: white"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_11\structured-v1\events_v1.jsonl,56,2026-03-01T09:01:09.717679Z,
C08,2026-03-01_exp_11,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_11:game:5:event:57,Player 5: brown,Crewmate,llm,"{""target"": ""Player 3: white"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_11\structured-v1\events_v1.jsonl,57,2026-03-01T09:01:14.865021Z,
C08,2026-03-01_exp_11,crewmate_vote_accuracy_v2,correct,2026-03-01_exp_11:game:5:event:58,Player 6: purple,Crewmate,llm,"{""target"": ""Player 1: cyan"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\analysis\amongus_llama_human_impostor\2026-03-01_exp_11\structured-v1\events_v1.jsonl,58,2026-03-01T09:01:21.914830Z,
