config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,actor_source,key_fields,source_file,line_number,timestamp,notes
C05,2026-02-28_exp_0,crewmate_vote_accuracy_v2,correct,2026-02-28_exp_0:game:2:event:47,Player 2: blue,Crewmate,human,"{""target"": ""Player 3: cyan"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_0\structured-v1\events_v1.jsonl,47,2026-02-28T04:51:05.923226Z,
C05,2026-02-28_exp_0,crewmate_vote_accuracy_v2,incorrect,2026-02-28_exp_0:game:2:event:49,Player 4: green,Crewmate,llm,"{""target"": ""Player 2: blue"", ""target_identity"": ""Crewmate"", ""meeting_id"": 1, ""correct"": false, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_0\structured-v1\events_v1.jsonl,49,2026-02-28T04:51:11.233014Z,
C05,2026-02-28_exp_0,crewmate_vote_accuracy_v2,incorrect,2026-02-28_exp_0:game:2:event:50,Player 5: brown,Crewmate,llm,"{""target"": ""Player 2: blue"", ""target_identity"": ""Crewmate"", ""meeting_id"": 1, ""correct"": false, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_0\structured-v1\events_v1.jsonl,50,2026-02-28T04:51:14.591091Z,
C05,2026-02-28_exp_0,crewmate_vote_accuracy_v2,incorrect,2026-02-28_exp_0:game:2:event:51,Player 7: red,Crewmate,llm,"{""target"": ""Player 2: blue"", ""target_identity"": ""Crewmate"", ""meeting_id"": 1, ""correct"": false, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_0\structured-v1\events_v1.jsonl,51,2026-02-28T04:51:17.022387Z,
C05,2026-02-28_exp_1,crewmate_vote_accuracy_v2,correct,2026-02-28_exp_1:game:3:event:132,Player 2: black,Crewmate,llm,"{""target"": ""Player 1: orange"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_1\structured-v1\events_v1.jsonl,132,2026-02-28T05:03:47.625269Z,
C05,2026-02-28_exp_1,crewmate_vote_accuracy_v2,correct,2026-02-28_exp_1:game:3:event:133,Player 3: red,Crewmate,human,"{""target"": ""Player 7: white"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_1\structured-v1\events_v1.jsonl,133,2026-02-28T05:04:23.189823Z,
C05,2026-02-28_exp_1,crewmate_vote_accuracy_v2,correct,2026-02-28_exp_1:game:3:event:134,Player 4: blue,Crewmate,llm,"{""target"": ""Player 1: orange"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_1\structured-v1\events_v1.jsonl,134,2026-02-28T05:04:25.762850Z,
C05,2026-02-28_exp_1,crewmate_vote_accuracy_v2,correct,2026-02-28_exp_1:game:3:event:135,Player 5: lime,Crewmate,llm,"{""target"": ""Player 7: white"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_1\structured-v1\events_v1.jsonl,135,2026-02-28T05:04:28.375344Z,
C05,2026-02-28_exp_1,crewmate_vote_accuracy_v2,correct,2026-02-28_exp_1:game:3:event:289,Player 3: red,Crewmate,human,"{""target"": ""Player 7: white"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""voter_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_1\structured-v1\events_v1.jsonl,289,2026-02-28T05:19:34.657688Z,
C05,2026-02-28_exp_1,crewmate_vote_accuracy_v2,incorrect,2026-02-28_exp_1:game:3:event:290,Player 4: blue,Crewmate,llm,"{""target"": ""Player 3: red"", ""target_identity"": ""Crewmate"", ""meeting_id"": 2, ""correct"": false, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_1\structured-v1\events_v1.jsonl,290,2026-02-28T05:19:36.566237Z,
