config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,key_fields,source_file,line_number,timestamp,notes
C07,2026-02-27_exp_18,api_call_latency,5055.8,1-t0-agent-Player 1: lime,Player 1: lime,Crewmate,"{""latency_ms"": 5055.8, ""prompt_tokens"": 981, ""completion_tokens"": 136, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 55}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,1,2026-02-27 19:10:47.654762,
C07,2026-02-27_exp_18,api_call_latency,5098.76,1-t0-agent-Player 2: cyan,Player 2: cyan,Impostor,"{""latency_ms"": 5098.76, ""prompt_tokens"": 1065, ""completion_tokens"": 309, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 219}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,2,2026-02-27 19:10:52.770325,
C07,2026-02-27_exp_18,api_call_latency,5259.79,1-t0-agent-Player 3: brown,Player 3: brown,Impostor,"{""latency_ms"": 5259.79, ""prompt_tokens"": 1085, ""completion_tokens"": 169, ""phase"": ""Task phase"", ""step"": 0, ""thinking_depth_wc"": 107}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,3,2026-02-27 19:10:58.041568,
C07,2026-02-27_exp_18,api_call_failure,timeout_error,1-t1-agent-Player 1: lime,Player 1: lime,Crewmate,"{""http_status"": null, ""error_type"": ""timeout_error"", ""error_details"": """", ""phase"": ""Meeting phase"", ""step"": 1}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,4,2026-02-27 19:12:00.340995,failed_api_call
C07,2026-02-27_exp_18,api_call_latency,2467.77,1-t1-agent-Player 1: lime,Player 1: lime,Crewmate,"{""latency_ms"": 2467.77, ""prompt_tokens"": 1030, ""completion_tokens"": 132, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 72}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,5,2026-02-27 19:12:02.812069,
C07,2026-02-27_exp_18,api_call_latency,2020.34,1-t1-agent-Player 2: cyan,Player 2: cyan,Impostor,"{""latency_ms"": 2020.34, ""prompt_tokens"": 1369, ""completion_tokens"": 260, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 70}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,6,2026-02-27 19:12:04.848656,
C07,2026-02-27_exp_18,api_call_latency,2518.68,1-t1-agent-Player 3: brown,Player 3: brown,Impostor,"{""latency_ms"": 2518.68, ""prompt_tokens"": 1280, ""completion_tokens"": 217, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 72}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,7,2026-02-27 19:12:07.379910,
C07,2026-02-27_exp_18,api_call_latency,6548.9,1-t1-agent-Player 5: white,Player 5: white,Crewmate,"{""latency_ms"": 6548.9, ""prompt_tokens"": 1235, ""completion_tokens"": 223, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 99}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,8,2026-02-27 19:12:34.098016,
C07,2026-02-27_exp_18,api_call_latency,2832.14,1-t1-agent-Player 1: lime,Player 1: lime,Crewmate,"{""latency_ms"": 2832.14, ""prompt_tokens"": 1235, ""completion_tokens"": 144, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 72}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,9,2026-02-27 19:12:36.942018,
C07,2026-02-27_exp_18,api_call_latency,1765.9,1-t1-agent-Player 2: cyan,Player 2: cyan,Impostor,"{""latency_ms"": 1765.9, ""prompt_tokens"": 1450, ""completion_tokens"": 246, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 70}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,10,2026-02-27 19:12:38.719229,
C07,2026-02-27_exp_18,api_call_latency,5871.39,1-t1-agent-Player 3: brown,Player 3: brown,Impostor,"{""latency_ms"": 5871.39, ""prompt_tokens"": 1439, ""completion_tokens"": 242, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 72}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,11,2026-02-27 19:12:44.603205,
C07,2026-02-27_exp_18,api_call_latency,3609.59,1-t1-agent-Player 5: white,Player 5: white,Crewmate,"{""latency_ms"": 3609.59, ""prompt_tokens"": 1500, ""completion_tokens"": 255, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 99}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,12,2026-02-27 19:13:20.402847,
C07,2026-02-27_exp_18,api_call_latency,4079.58,1-t1-agent-Player 1: lime,Player 1: lime,Crewmate,"{""latency_ms"": 4079.58, ""prompt_tokens"": 1343, ""completion_tokens"": 213, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 72}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,13,2026-02-27 19:13:24.495048,
C07,2026-02-27_exp_18,api_call_latency,5141.03,1-t1-agent-Player 2: cyan,Player 2: cyan,Impostor,"{""latency_ms"": 5141.03, ""prompt_tokens"": 1519, ""completion_tokens"": 226, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 70}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,14,2026-02-27 19:13:29.648553,
C07,2026-02-27_exp_18,api_call_latency,7742.66,1-t1-agent-Player 3: brown,Player 3: brown,Impostor,"{""latency_ms"": 7742.66, ""prompt_tokens"": 1501, ""completion_tokens"": 264, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 72}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,15,2026-02-27 19:13:37.404019,
C07,2026-02-27_exp_18,api_call_latency,3205.3,1-t1-agent-Player 5: white,Player 5: white,Crewmate,"{""latency_ms"": 3205.3, ""prompt_tokens"": 1442, ""completion_tokens"": 248, ""phase"": ""Meeting phase"", ""step"": 1, ""thinking_depth_wc"": 99}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_18\structured-v1\api_calls_v1.jsonl,16,2026-02-27 19:13:52.254841,
