config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,actor_source,key_fields,source_file,line_number,timestamp,notes
C03,2026-02-27_exp_11,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_11:game:1:event:43,Player 2: red,Crewmate,llm,"{""target"": ""Player 3: black"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_11\structured-v1\events_v1.jsonl,43,2026-02-27T07:45:54.915498Z,
C03,2026-02-27_exp_11,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_11:game:1:event:46,Player 5: green,Crewmate,human,"{""target"": ""Player 3: black"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_11\structured-v1\events_v1.jsonl,46,2026-02-27T07:46:07.515413Z,
C03,2026-02-27_exp_11,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_11:game:1:event:47,Player 6: lime,Crewmate,llm,"{""target"": ""Player 3: black"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_11\structured-v1\events_v1.jsonl,47,2026-02-27T07:46:09.860205Z,
C03,2026-02-27_exp_11,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_11:game:1:event:48,Player 7: blue,Crewmate,llm,"{""target"": ""Player 3: black"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_11\structured-v1\events_v1.jsonl,48,2026-02-27T07:46:13.002153Z,
C03,2026-02-27_exp_11,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_11:game:1:event:123,Player 2: red,Crewmate,llm,"{""target"": ""Player 4: pink"", ""target_identity"": ""Impostor"", ""meeting_id"": 2, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_11\structured-v1\events_v1.jsonl,123,2026-02-27T07:52:04.833827Z,
C03,2026-02-27_exp_11,crewmate_vote_accuracy_v2,incorrect,2026-02-27_exp_11:game:1:event:125,Player 5: green,Crewmate,human,"{""target"": ""Player 2: red"", ""target_identity"": ""Crewmate"", ""meeting_id"": 2, ""correct"": false, ""voter_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_11\structured-v1\events_v1.jsonl,125,2026-02-27T07:52:10.330591Z,
C03,2026-02-27_exp_11,crewmate_vote_accuracy_v2,incorrect,2026-02-27_exp_11:game:1:event:126,Player 6: lime,Crewmate,llm,"{""target"": ""Player 2: red"", ""target_identity"": ""Crewmate"", ""meeting_id"": 2, ""correct"": false, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_11\structured-v1\events_v1.jsonl,126,2026-02-27T07:52:12.905230Z,
C03,2026-02-27_exp_7,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_7:game:2:event:60,Player 1: white,Crewmate,llm,"{""target"": ""Player 4: brown"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_7\structured-v1\events_v1.jsonl,60,2026-02-27T07:12:01.346322Z,
C03,2026-02-27_exp_7,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_7:game:2:event:61,Player 2: orange,Crewmate,human,"{""target"": ""Player 4: brown"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_7\structured-v1\events_v1.jsonl,61,2026-02-27T07:12:03.387456Z,
C03,2026-02-27_exp_7,crewmate_vote_accuracy_v2,incorrect,2026-02-27_exp_7:game:2:event:64,Player 5: cyan,Crewmate,llm,"{""target"": ""Player 7: green"", ""target_identity"": ""Crewmate"", ""meeting_id"": 1, ""correct"": false, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_7\structured-v1\events_v1.jsonl,64,2026-02-27T07:12:17.452020Z,
C03,2026-02-27_exp_7,crewmate_vote_accuracy_v2,correct,2026-02-27_exp_7:game:2:event:65,Player 7: green,Crewmate,llm,"{""target"": ""Player 4: brown"", ""target_identity"": ""Impostor"", ""meeting_id"": 1, ""correct"": true, ""voter_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_7\structured-v1\events_v1.jsonl,65,2026-02-27T07:12:19.230157Z,
C03,2026-02-27_exp_7,crewmate_vote_accuracy_v2,incorrect,2026-02-27_exp_7:game:2:event:153,Player 2: orange,Crewmate,human,"{""target"": ""Player 7: green"", ""target_identity"": ""Crewmate"", ""meeting_id"": 2, ""correct"": false, ""voter_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_7\structured-v1\events_v1.jsonl,153,2026-02-27T07:18:33.136211Z,
